seq	len
SN:GCA_003576105.1	2079
SN:GCA_003576105.2	2046
SN:GCA_001915105.1	904
SN:GCA_001915105.2	2082
SN:GCA_900074795.1	408
SN:GCA_900074795.2	1902
SN:GCA_001790865.1	2451
SN:GCA_002868845.1	889
SN:GCA_003367475.1	154
SN:GCA_004833415.1	922
SN:GCA_002569715.1	1929
SN:GCA_003664125.1	1929
SN:GCA_003338965.1	154
SN:GCA_003857035.1	154
SN:GCA_003857035.2	2058
SN:GCA_003696795.1	1008
SN:GCA_001971665.1	904
SN:GCA_002313065.1	154
SN:GCA_001865065.1	2004
SN:GCA_001865065.2	2127
SN:GCA_001770955.1	928
SN:GCA_003531135.1	2484
SN:GCA_005233955.1	1953
SN:GCA_002193035.1	928
SN:GCA_003474555.1	1938
SN:GCA_003233845.1	154
SN:GCA_900116515.1	2037
SN:GCA_900451195.1	153
SN:GCA_900451195.2	154
SN:GCA_900114185.1	2082
SN:GCA_900114185.2	2175
SN:GCA_900512835.1	922
SN:GCA_900113485.1	904
SN:GCA_900113485.2	427
SN:GCA_004296335.1	1941
SN:GCA_001898835.1	1992
SN:GCA_001898835.2	2073
SN:GCA_004366455.1	151
SN:GCA_005281115.1	922
SN:GCA_900107135.1	1926
SN:GCA_900107135.2	418
SN:GCA_900516025.1	922
SN:GCA_002248245.1	922
SN:GCA_003336205.1	1899
SN:GCA_003336205.2	151
SN:GCA_002746255.1	154
SN:GCA_002140575.1	1950
SN:GCA_005281125.1	922
SN:GCA_001942045.1	1917
SN:GCA_001942045.2	2028
SN:GCA_002954265.1	1977
SN:GCA_002954265.2	1902
SN:GCA_004832105.1	922
SN:GCA_900637235.1	1923
SN:GCA_002934845.1	922
SN:GCA_900112715.1	1059
SN:GCA_900112715.2	1911
SN:GCA_900112715.3	1107
SN:GCA_900112715.4	154
SN:GCA_004802925.1	922
SN:GCA_005472505.1	1953
SN:GCA_006351865.1	151
SN:GCA_001053185.1	154
SN:GCA_002159975.1	1866
SN:GCA_002159975.2	1956
SN:GCA_002153735.1	2442
SN:GCA_004012535.1	2322
SN:GCA_003462815.1	1896
SN:GCA_003462815.2	1968
SN:GCA_901233875.1	151
SN:GCA_004758865.1	151
SN:GCA_003570725.1	154
SN:GCA_002934625.1	2136
SN:GCA_002934625.2	2148
SN:GCA_006350645.1	922
SN:GCA_005281395.1	922
SN:GCA_002954605.1	1938
SN:GCA_002954605.2	1863
SN:GCA_003626635.1	1863
SN:GCA_003626635.2	2058
SN:GCA_003462745.1	1962
SN:GCA_003462745.2	1905
SN:GCA_005040135.1	922
SN:GCA_002877155.1	922
SN:GCA_900637665.1	1887
SN:GCA_900637665.2	1935
SN:GCA_006350805.1	922
SN:GCA_004152935.1	1884
SN:GCA_004152935.2	1962
SN:GCA_001339755.1	151
SN:GCA_003471085.1	2013
SN:GCA_003471085.2	1971
SN:GCA_005045155.1	922
SN:GCA_003712035.1	154
SN:GCA_004349105.1	2100
SN:GCA_004349105.2	2001
SN:GCA_004167345.1	1959
SN:GCA_004167345.2	1878
SN:GCA_001921865.1	154
SN:GCA_900111935.1	154
SN:GCA_002740695.1	1971
SN:GCA_002740695.2	154
SN:GCA_005039935.1	922
SN:GCA_001897755.1	151
SN:GCA_004015225.1	2559
SN:GCA_004015225.2	1842
SN:GCA_003987265.1	2421
SN:GCA_003687115.1	154
SN:GCA_900167945.1	1872
SN:GCA_900167945.2	1956
SN:GCA_900111995.1	2484
SN:GCA_002797955.1	154
SN:GCA_900512185.1	922
SN:GCA_004020015.1	154
SN:GCA_003522985.1	1983
SN:GCA_003522985.2	1833
SN:GCA_002709595.1	151
SN:GCA_002709595.2	436
SN:GCA_003971545.1	2130
SN:GCA_003971545.2	2037
SN:GCA_002117005.1	154
SN:GCA_006334375.1	922
SN:GCA_003634985.1	2019
SN:GCA_003634985.2	2076
SN:GCA_900501575.1	922
SN:GCA_005782365.1	922
SN:GCA_900102065.1	421
SN:GCA_003323745.1	2073
SN:GCA_003323745.2	154
SN:GCA_003097655.1	1866
SN:GCA_003097655.2	1944
SN:GCA_002699785.1	922
SN:GCA_003240635.1	154
SN:GCA_003241935.1	910
SN:GCA_003771465.1	922
SN:GCA_000013845.1	1917
SN:GCA_003285045.1	1944
SN:GCA_900110135.1	1956
SN:GCA_900110135.2	154
SN:GCA_900635745.1	154
SN:GCA_002159835.1	1923
SN:GCA_002159835.2	151
SN:GCA_900449225.1	154
SN:GCA_001945605.1	151
SN:GCA_002026625.1	2322
SN:GCA_002897015.1	1980
SN:GCA_002897015.2	1926
SN:GCA_004023285.1	154
SN:GCA_004023285.2	969
SN:GCA_002276045.1	2427
SN:GCA_005377625.1	154
SN:GCA_900461385.1	2040
SN:GCA_002980755.1	910
SN:GCA_003868675.1	154
SN:GCA_006351305.1	922
SN:GCA_900447295.1	1851
SN:GCA_900447295.2	1944
SN:GCA_002816585.1	154
SN:GCA_001897535.1	1896
SN:GCA_001897535.2	1977
SN:GCA_004831275.1	922
SN:GCA_003635255.1	2526
SN:GCA_005046675.1	922
SN:GCA_002014825.1	151
SN:GCA_003762605.1	1974
SN:GCA_003762605.2	1932
SN:GCA_004024335.1	919
SN:GCA_900510075.1	922
SN:GCA_003467125.1	154
SN:GCA_005386105.1	922
SN:GCA_003474615.1	1938
SN:GCA_005517315.1	1947
SN:GCA_004016785.1	154
SN:GCA_004785995.1	1935
SN:GCA_002259295.1	154
SN:GCA_004803315.1	922
SN:GCA_002631185.1	2457
SN:GCA_003504695.1	154
SN:GCA_004791905.1	154
SN:GCA_005782325.1	922
SN:GCA_002860285.1	1923
SN:GCA_002707865.1	1245
SN:GCA_002707865.2	2469
SN:GCA_900113655.1	1929
SN:GCA_002953115.1	154
SN:GCA_002560615.1	1929
SN:GCA_003219545.1	976
SN:GCA_003449595.1	1887
SN:GCA_003449595.2	1968
SN:GCA_005039375.1	922
SN:GCA_005785385.1	151
SN:GCA_001835805.1	2100
SN:GCA_003426175.1	2415
SN:GCA_003478915.1	1917
SN:GCA_003478915.2	1923
SN:GCA_004960745.1	922
SN:GCA_900167565.1	922
SN:GCA_002216145.1	154
SN:GCA_002530755.1	1938
SN:GCA_002530755.2	1857
SN:GCA_002531355.1	922
SN:GCA_004342485.1	901
SN:GCA_004331795.1	154
SN:GCA_003367645.1	2127
SN:GCA_003367645.2	2070
SN:GCA_003514405.1	406
SN:GCA_900445225.1	2433
SN:GCA_001939045.1	154
SN:GCA_001807225.1	2040
SN:GCA_003432485.1	2091
SN:GCA_003432485.2	1938
SN:GCA_003043945.1	424
SN:GCA_003043945.2	1995
SN:GCA_900142525.1	1950
SN:GCA_900142525.2	424
SN:GCA_002846525.1	2058
SN:GCA_002846525.2	1947
SN:GCA_002744735.1	154
SN:GCA_002944845.1	922
SN:GCA_003119115.1	154
SN:GCA_002797775.1	2109
SN:GCA_002797775.2	2064
SN:GCA_900116705.1	151
SN:GCA_900167415.1	1908
SN:GCA_900167415.2	1851
SN:GCA_003234655.1	1983
SN:GCA_003234655.2	2055
SN:GCA_004354735.1	1947
SN:GCA_005146805.1	922
SN:GCA_900501975.1	922
SN:GCA_003205515.1	2418
SN:GCA_002567465.1	1929
SN:GCA_004014675.1	2322
SN:GCA_002575465.1	1923
SN:GCA_003791065.1	922
SN:GCA_004327955.1	922
SN:GCA_900638685.1	889
SN:GCA_003201355.1	1959
SN:GCA_003201355.2	1860
SN:GCA_004344885.1	2424
SN:GCA_004344885.2	154
SN:GCA_002043005.1	154
SN:GCA_900505365.1	922
SN:GCA_002789135.1	907
SN:GCA_003096555.1	928
SN:GCA_005861005.1	1935
SN:GCA_002556085.1	1929
SN:GCA_005040415.1	922
SN:GCA_003814935.1	2085
SN:GCA_003814935.2	2121
SN:GCA_003814935.3	1197
SN:GCA_003991155.1	922
SN:GCA_003610355.1	1854
SN:GCA_003610355.2	1959
SN:GCA_900108865.1	1953
SN:GCA_002842095.1	2586
SN:GCA_003143555.1	922
SN:GCA_003385695.1	2040
SN:GCA_003385695.2	2070
SN:GCA_005843925.1	2436
SN:GCA_002158995.1	922
SN:GCA_006351355.1	922
SN:GCA_004791855.1	154
SN:GCA_003363135.1	154
SN:GCA_002571595.1	1929
SN:GCA_002269595.1	154
SN:GCA_003611685.1	1932
SN:GCA_003611685.2	154
SN:GCA_002156845.1	922
SN:GCA_003253945.1	154
SN:GCA_003368535.1	1911
SN:GCA_900156055.1	2055
SN:GCA_900156055.2	154
SN:GCA_005235825.1	1950
SN:GCA_005235825.2	1029
SN:GCA_005048985.1	151
SN:GCA_003857055.1	3510
SN:GCA_003857055.2	1947
SN:GCA_001954115.1	2034
SN:GCA_900177645.1	1962
SN:GCA_003254355.1	1959
SN:GCA_003254355.2	1902
SN:GCA_004018665.1	154
SN:GCA_002146785.1	1929
SN:GCA_002979475.1	2172
SN:GCA_002979475.2	2070
SN:GCA_900566015.1	2058
SN:GCA_003387575.1	2019
SN:GCA_003387575.2	2067
SN:GCA_005782245.1	922
SN:GCA_900514285.1	922
SN:GCA_004341175.1	1923
SN:GCA_004341175.2	180
SN:GCA_002096735.1	1947
SN:GCA_002028545.1	151
SN:GCA_004009875.1	1929
SN:GCA_001905645.1	2127
SN:GCA_001905645.2	1167
SN:GCA_001905645.3	2070
SN:GCA_001905645.4	1932
SN:GCA_901421975.1	151
SN:GCA_901421975.2	2100
SN:GCA_900505475.1	922
SN:GCA_003507625.1	421
SN:GCA_003507625.2	1854
SN:GCA_006337025.1	922
SN:GCA_002895585.1	1926
SN:GCA_002563715.1	2094
SN:GCA_002563715.2	2133
SN:GCA_901294105.1	151
SN:GCA_000337655.1	154
SN:GCA_002688685.1	1947
SN:GCA_005238845.1	1029
SN:GCA_005238845.2	1950
SN:GCA_900461515.1	154
SN:GCA_900461515.2	1257
SN:GCA_003700765.1	154
SN:GCA_001837265.1	2103
SN:GCA_001837265.2	2037
SN:GCA_002940465.1	154
SN:GCA_002880635.1	1947
SN:GCA_005889905.1	922
SN:GCA_900113595.1	1926
SN:GCA_900113595.2	1941
SN:GCA_002096935.1	1947
SN:GCA_003148585.1	154
SN:GCA_003007715.1	154
SN:GCA_900109945.1	430
SN:GCA_900109945.2	151
SN:GCA_005785505.1	151
SN:GCA_001916715.1	1932
SN:GCA_001916715.2	1995
SN:GCA_003998615.1	154
SN:GCA_900108525.1	1884
SN:GCA_900108525.2	151
SN:GCA_003514505.1	418
SN:GCA_005636165.1	922
SN:GCA_900105635.1	154
SN:GCA_002698425.1	154
SN:GCA_002698425.2	2064
SN:GCA_005238775.1	1029
SN:GCA_005238775.2	1950
SN:GCA_003524365.1	210
SN:GCA_003524365.2	183
SN:GCA_900156695.1	424
SN:GCA_900156695.2	901
SN:GCA_001810665.1	1998
SN:GCA_001810665.2	442
SN:GCA_004364245.1	2085
SN:GCA_004364245.2	2124
SN:GCA_003531585.1	1986
SN:GCA_003531585.2	154
SN:GCA_002934205.1	2418
SN:GCA_005864065.1	2073
SN:GCA_005864065.2	154
SN:GCA_005931055.1	1935
SN:GCA_006094435.1	154
SN:GCA_900105005.1	154
SN:GCA_005519085.1	922
SN:GCA_900095785.1	154
SN:GCA_004101245.1	154
SN:GCA_004101245.2	433
SN:GCA_004125715.1	1950
SN:GCA_004125715.2	1029
SN:GCA_002159865.1	1992
SN:GCA_002159865.2	1944
SN:GCA_003710255.1	1917
SN:GCA_002687515.1	910
SN:GCA_003627095.1	1182
SN:GCA_003627095.2	834
SN:GCA_000986795.1	1920
SN:GCA_001007875.1	2406
SN:GCA_000011485.1	1968
SN:GCA_000967645.1	151
SN:GCA_000187265.1	1953
SN:GCA_001046875.1	448
SN:GCA_001046875.2	2058
SN:GCA_000959885.1	151
SN:GCA_000175835.1	2397
SN:GCA_000956475.1	2070
SN:GCA_000956475.2	2028
SN:GCA_000020445.1	151
SN:GCA_001023535.1	154
SN:GCA_001124325.1	151
SN:GCA_001141665.1	777
SN:GCA_001141665.2	151
SN:GCA_000981765.1	154
SN:GCA_000293805.1	154
SN:GCA_000293805.2	1128
SN:GCA_001050515.1	154
SN:GCA_001030715.1	922
SN:GCA_000985995.1	154
SN:GCA_000985995.2	421
SN:GCA_000159355.1	1968
SN:GCA_000305785.1	2415
SN:GCA_001040845.1	160
SN:GCA_000982865.1	922
SN:GCA_000257495.1	1947
SN:GCA_001177185.1	1953
SN:GCA_001177185.2	1926
SN:GCA_000275165.1	2322
SN:GCA_000220215.1	151
SN:GCA_001172045.1	922
SN:GCA_000155595.1	1938
SN:GCA_000964665.1	2427
SN:GCA_000314575.1	448
SN:GCA_000314575.2	1998
SN:GCA_001017915.1	1953
SN:GCA_001017915.2	1029
SN:GCA_001017915.3	1950
SN:GCA_001017475.1	1050
SN:GCA_001017475.2	963
SN:GCA_001018005.1	1953
SN:GCA_000025045.1	1956
SN:GCA_000177175.1	2127
SN:GCA_000177175.2	1932
SN:GCA_000177175.3	2070
SN:GCA_001133965.1	151
SN:GCA_000275365.1	2322
SN:GCA_000176155.1	2418
SN:GCA_001030635.1	922
SN:GCA_000176035.1	154
SN:GCA_000974685.1	2382
SN:GCA_000968645.1	922
SN:GCA_001029285.1	1935
SN:GCA_001116865.1	154
SN:GCA_001088505.1	154
SN:GCA_000233515.1	1914
SN:GCA_000233515.2	151
SN:GCA_000967965.1	154
SN:GCA_001010945.1	154
SN:GCA_001006525.1	922
SN:GCA_000300795.1	1959
SN:GCA_001020955.1	2430
SN:GCA_000956415.1	2103
SN:GCA_000956415.2	2073
SN:GCA_000980835.1	2058
SN:GCA_000282655.1	931
SN:GCA_001046955.1	154
SN:GCA_001127605.1	1923
SN:GCA_001127605.2	151
SN:GCA_001014645.1	910
SN:GCA_000967185.1	2121
SN:GCA_000967185.2	2346
SN:GCA_000164695.1	2031
SN:GCA_000164695.2	2103
SN:GCA_001010435.1	925
SN:GCA_000317105.1	160
SN:GCA_001045445.1	1959
SN:GCA_001045445.2	151
SN:GCA_001020335.1	2313
SN:GCA_001020335.2	2163
SN:GCA_000499665.1	2424
SN:GCA_000263435.1	2076
SN:GCA_000263435.2	2361
SN:GCA_000270185.1	1953
SN:GCA_000270185.2	1014
SN:GCA_000145785.1	154
SN:GCA_001108985.1	151
SN:GCA_001112925.1	154
SN:GCA_001038205.1	151
SN:GCA_000046845.1	2469
SN:GCA_000210555.1	1911
SN:GCA_001115045.1	151
SN:GCA_000291055.1	1929
SN:GCA_000018585.1	1977
SN:GCA_000208635.1	154
SN:GCA_000208635.2	424
SN:GCA_000235625.1	154
SN:GCA_000191065.1	1962
SN:GCA_000191065.2	424
SN:GCA_000970045.1	154
SN:GCA_000972385.1	2064
SN:GCA_000972385.2	2121
SN:GCA_000187505.1	1950
SN:GCA_000294655.1	2145
SN:GCA_000294655.2	2463
SN:GCA_000268285.1	154
SN:GCA_000268285.2	424
SN:GCA_000015305.1	2028
SN:GCA_001140625.1	154
SN:GCA_000214315.1	2361
SN:GCA_000214315.2	2076
SN:GCA_001010485.1	1929
SN:GCA_000980815.1	2073
SN:GCA_000256585.1	910
SN:GCA_001037925.1	898
SN:GCA_001028665.1	910
SN:GCA_000236685.1	2028
SN:GCA_000236685.2	1803
SN:GCA_000955965.1	2085
SN:GCA_000955965.2	2124
SN:GCA_001087665.1	151
SN:GCA_001039005.1	910
SN:GCA_000148685.1	910
SN:GCA_000970265.1	154
SN:GCA_000218625.1	154
SN:GCA_000960005.1	1947
SN:GCA_001006005.1	154
SN:GCA_001044905.1	1929
SN:GCA_001037505.1	922
SN:GCA_000412265.1	2121
SN:GCA_000412265.2	2064
SN:GCA_000412265.3	1164
SN:GCA_000974425.1	1899
SN:GCA_000974425.2	2001
SN:GCA_000221305.1	1959
SN:GCA_001157485.1	2415
SN:GCA_001083665.1	151
SN:GCA_001083665.2	1929
SN:GCA_000970795.1	1959
SN:GCA_000195205.1	154
SN:GCA_001037465.1	922
SN:GCA_000974765.1	433
SN:GCA_000974765.2	934
SN:GCA_000015685.1	1968
SN:GCA_000177355.1	1971
SN:GCA_000177355.2	1941
SN:GCA_000963235.1	330
SN:GCA_000963235.2	330
SN:GCA_000169715.1	907
SN:GCA_000283575.1	1953
SN:GCA_000283575.2	1986
SN:GCA_001027285.1	1938
SN:GCA_001027285.2	154
SN:GCA_000341585.1	160
SN:GCA_000967955.1	154
SN:GCA_001158505.1	2415
SN:GCA_000169195.1	1926
SN:GCA_000224535.1	2322
SN:GCA_000186425.1	940
SN:GCA_000194805.1	154
SN:GCA_000012505.1	1968
SN:GCA_000970285.1	154
SN:GCA_001167805.1	151
SN:GCA_001167805.2	1929
SN:GCA_000166035.1	1992
SN:GCA_000166035.2	151
SN:GCA_000196215.1	1800
SN:GCA_000196215.2	154
SN:GCA_000247715.1	2079
SN:GCA_001020355.1	2163
SN:GCA_001020355.2	2313
SN:GCA_000960105.1	1947
SN:GCA_000142965.1	1983
SN:GCA_000142965.2	1971
SN:GCA_000302535.1	928
SN:GCA_000293135.1	922
SN:GCA_000970145.1	154
SN:GCA_001028325.1	151
SN:GCA_000970855.1	1965
SN:GCA_000971055.1	154
SN:GCA_000217795.1	2385
SN:GCA_000247995.1	2181
SN:GCA_000247995.2	2109
SN:GCA_000186345.1	1959
SN:GCA_000186345.2	2670
SN:GCA_001096185.1	1947
SN:GCA_000012585.1	2022
SN:GCA_000025905.1	1851
SN:GCA_000025905.2	2541
SN:GCA_001044255.1	2028
SN:GCA_000217655.1	1914
SN:GCA_000296835.1	1968
SN:GCA_001042715.1	1980
SN:GCA_001042715.2	1926
SN:GCA_000242455.1	1923
SN:GCA_000242455.2	154
SN:GCA_000973125.1	922
SN:GCA_001114105.1	154
SN:GCA_001006325.1	151
SN:GCA_000023065.1	154
SN:GCA_001030225.1	919
SN:GCA_000964905.1	2424
SN:GCA_000257765.1	1947
SN:GCA_000016885.1	2655
SN:GCA_000276865.1	922
SN:GCA_000981805.1	154
SN:GCA_001027025.1	1899
SN:GCA_000014105.1	889
SN:GCA_000025705.1	892
SN:GCA_000264335.1	922
SN:GCA_000313175.1	1926
SN:GCA_000184705.1	1908
SN:GCA_000147695.1	1902
SN:GCA_000012405.1	2109
SN:GCA_000012405.2	1938
SN:GCA_000017585.1	2307
SN:GCA_000307755.1	922
SN:GCA_000956545.1	2085
SN:GCA_000956545.2	2109
SN:GCA_001008565.1	1929
SN:GCA_000025865.1	1905
SN:GCA_001038565.1	154
SN:GCA_000959505.1	910
SN:GCA_000965885.1	919
SN:GCA_000019445.1	922
SN:GCA_000019085.1	1902
SN:GCA_000025665.1	1935
SN:GCA_000271505.1	1917
SN:GCA_000968685.1	2124
SN:GCA_000968685.2	2031
SN:GCA_000981215.1	1932
SN:GCA_000210095.1	154
SN:GCA_000210095.2	1983
SN:GCA_000023185.1	424
SN:GCA_000023185.2	154
SN:GCA_001021505.1	154
SN:GCA_000971535.1	154
SN:GCA_000182625.1	907
SN:GCA_000182625.2	2100
SN:GCA_000163455.1	922
SN:GCA_000220625.1	1854
SN:GCA_000220625.2	151
SN:GCA_000966355.1	154
SN:GCA_000967495.1	922
SN:GCA_001125105.1	151
SN:GCA_000973725.1	1959
SN:GCA_000196875.1	151
SN:GCA_000985915.1	154
SN:GCA_000985915.2	421
SN:GCA_000987865.1	154
SN:GCA_001045415.1	922
SN:GCA_000297775.1	916
SN:GCA_000024525.1	2001
SN:GCA_000024525.2	1899
SN:GCA_000219295.1	868
SN:GCA_000219295.2	424
SN:GCA_000196095.1	922
SN:GCA_000014885.1	2418
SN:GCA_000967625.1	154
SN:GCA_001049575.1	1935
SN:GCA_001008205.1	2421
SN:GCA_000968945.1	154
SN:GCA_000970755.1	1965
SN:GCA_001039445.1	1956
SN:GCA_001039445.2	1866
SN:GCA_000964755.1	2397
SN:GCA_000252855.1	1935
SN:GCA_000252855.2	1860
SN:GCA_000021305.1	1929
SN:GCA_000026545.1	154
SN:GCA_001010925.1	433
SN:GCA_001010925.2	2523
SN:GCA_000964845.1	2424
SN:GCA_001038755.1	1929
SN:GCA_001038645.1	922
SN:GCA_000190995.1	922
SN:GCA_000012165.1	1953
SN:GCA_000012525.1	1938
SN:GCA_000161455.1	1929
SN:GCA_001043915.1	904
SN:GCA_000971805.1	2028
SN:GCA_000317515.1	160
SN:GCA_000988065.1	1947
SN:GCA_000982825.1	922
SN:GCA_001044245.1	2028
SN:GCA_001049515.1	919
SN:GCA_001045575.1	910
SN:GCA_000278315.1	2433
SN:GCA_000278315.2	2067
SN:GCA_001011035.1	2115
SN:GCA_001011035.2	2130
SN:GCA_000257455.1	1947
SN:GCA_001018495.1	1953
SN:GCA_001008595.1	1929
SN:GCA_001043955.1	582
SN:GCA_001043955.2	904
SN:GCA_000309945.1	1938
SN:GCA_001005725.1	433
SN:GCA_001005725.2	154
SN:GCA_000154105.1	1845
SN:GCA_000154105.2	1956
SN:GCA_004924375.1	1914
SN:GCA_002242735.1	2127
SN:GCA_002242735.2	2070
SN:GCA_900461495.1	922
SN:GCA_900461495.2	621
SN:GCA_900461495.3	237
SN:GCA_003248545.1	154
SN:GCA_004328625.1	2124
SN:GCA_004328625.2	2067
SN:GCA_003391035.1	1971
SN:GCA_003391035.2	1884
SN:GCA_005237145.1	1029
SN:GCA_005237145.2	1950
SN:GCA_000979345.1	154
SN:GCA_900108585.1	2094
SN:GCA_900108585.2	2079
SN:GCA_004921515.1	2418
SN:GCA_003942865.1	1947
SN:GCA_900637315.1	2433
SN:GCA_004791555.1	1932
SN:GCA_900114345.1	2055
SN:GCA_900114345.2	2079
SN:GCA_003999565.1	154
SN:GCA_003460605.1	151
SN:GCA_003460605.2	160
SN:GCA_005944305.1	922
SN:GCA_005040955.1	922
SN:GCA_005221405.1	154
SN:GCA_005221405.2	421
SN:GCA_900114405.1	1920
SN:GCA_002101675.1	154
SN:GCA_003550275.1	1941
SN:GCA_004803305.1	922
SN:GCA_900517665.1	922
SN:GCA_005861665.1	1935
SN:GCA_002844555.1	1161
SN:GCA_002844555.2	756
SN:GCA_004016855.1	154
SN:GCA_001896125.1	154
SN:GCA_003663415.1	154
SN:GCA_900631955.1	154
SN:GCA_006228225.1	1944
SN:GCA_002797635.1	151
SN:GCA_005146695.1	922
SN:GCA_000293865.1	928
SN:GCA_003319105.1	2034
SN:GCA_900109405.1	2010
SN:GCA_003233655.1	154
SN:GCA_001908105.1	2415
SN:GCA_002712125.1	2484
SN:GCA_002901465.1	154
SN:GCA_002933275.1	154
SN:GCA_002685395.1	154
SN:GCA_004922335.1	2418
SN:GCA_003416985.1	910
SN:GCA_003526495.1	1935
SN:GCA_002733645.1	154
SN:GCA_002883785.1	154
SN:GCA_900236475.1	2124
SN:GCA_900236475.2	2073
SN:GCA_002689395.1	151
SN:GCA_002860825.1	1947
SN:GCA_003401715.1	1929
SN:GCA_001945545.1	1974
SN:GCA_002075935.1	2319
SN:GCA_002075935.2	2139
SN:GCA_005281195.1	922
SN:GCA_004923005.1	922
SN:GCA_003474085.1	421
SN:GCA_003312875.1	1968
SN:GCA_003312875.2	2058
SN:GCA_004146135.1	922
SN:GCA_002134775.1	1965
SN:GCA_002134775.2	922
SN:GCA_005786425.1	151
SN:GCA_003953035.1	154
SN:GCA_003953035.2	433
SN:GCA_001953215.1	154
SN:GCA_002204635.1	154
SN:GCA_002899455.1	2127
SN:GCA_002899455.2	2082
SN:GCA_004155015.1	2091
SN:GCA_004155015.2	2331
SN:GCA_004020215.1	2472
SN:GCA_002569005.1	1929
SN:GCA_005041585.1	922
SN:GCA_005039025.1	922
SN:GCA_900509945.1	922
SN:GCA_901002355.1	1902
SN:GCA_002151815.1	922
SN:GCA_005518705.1	922
SN:GCA_003695915.1	1956
SN:GCA_003695915.2	154
SN:GCA_900141875.1	151
SN:GCA_900141875.2	1836
SN:GCA_003097495.1	1986
SN:GCA_003097495.2	2043
SN:GCA_003815715.1	1887
SN:GCA_003815715.2	1935
SN:GCA_900110615.1	1941
SN:GCA_900110615.2	1878
SN:GCA_002381265.1	1941
SN:GCA_900142985.1	151
SN:GCA_900512725.1	922
SN:GCA_004345615.1	1833
SN:GCA_004345615.2	1971
SN:GCA_002026305.1	1947
SN:GCA_006350235.1	922
SN:GCA_002732075.1	913
SN:GCA_004830925.1	922
SN:GCA_900105905.1	2043
SN:GCA_002846615.1	2052
SN:GCA_002846615.2	1968
SN:GCA_002846615.3	594
SN:GCA_002259925.1	154
SN:GCA_004216995.1	2106
SN:GCA_004216995.2	2049
SN:GCA_001878835.1	2127
SN:GCA_001878835.2	2049
SN:GCA_900660495.1	1959
SN:GCA_005217765.1	922
SN:GCA_002254165.1	1950
SN:GCA_003452855.1	132
SN:GCA_005889995.1	1935
SN:GCA_003241695.1	154
SN:GCA_003077315.1	922
SN:GCA_005238665.1	1947
SN:GCA_003762835.1	2058
SN:GCA_003762835.2	1944
SN:GCA_003789015.1	154
SN:GCA_004348325.1	1947
SN:GCA_004348325.2	2058
SN:GCA_003008535.1	154
SN:GCA_003008535.2	699
SN:GCA_003695965.1	424
SN:GCA_001908855.1	154
SN:GCA_900107575.1	160
SN:GCA_900107575.2	151
SN:GCA_005144865.1	154
SN:GCA_005472615.1	1953
SN:GCA_003594815.1	154
SN:GCA_001937665.1	2253
SN:GCA_001937665.2	2028
SN:GCA_900504315.1	922
SN:GCA_002563895.1	154
SN:GCA_003479275.1	151
SN:GCA_003479275.2	1914
SN:GCA_002922995.1	922
SN:GCA_900104045.1	2361
SN:GCA_005040325.1	922
SN:GCA_003478105.1	151
SN:GCA_003478105.2	1917
SN:GCA_900444975.1	2433
SN:GCA_005472375.1	1953
SN:GCA_003815835.1	151
SN:GCA_003815835.2	1872
SN:GCA_002938155.1	2475
SN:GCA_002938155.2	2475
SN:GCA_001898035.1	427
SN:GCA_005871085.1	430
SN:GCA_005871085.2	151
SN:GCA_002995755.1	154
SN:GCA_900638345.1	2394
SN:GCA_003966315.1	910
SN:GCA_004921165.1	2418
SN:GCA_002813215.1	151
SN:GCA_002218925.1	1965
SN:GCA_900444995.1	2100
SN:GCA_900444995.2	2247
SN:GCA_003268275.1	1980
SN:GCA_003268275.2	154
SN:GCA_003286755.1	1983
SN:GCA_002159465.1	421
SN:GCA_900105145.1	1860
SN:GCA_900105145.2	1938
SN:GCA_001804815.1	1797
SN:GCA_001804815.2	154
SN:GCA_005042225.1	922
SN:GCA_003363715.1	1866
SN:GCA_003363715.2	1956
SN:GCA_002533985.1	2322
SN:GCA_900105155.1	154
SN:GCA_001956715.1	889
SN:GCA_004310425.1	154
SN:GCA_900249835.1	949
SN:GCA_002708105.1	2490
SN:GCA_003053925.1	2079
SN:GCA_003053925.2	1974
SN:GCA_003591235.1	922
SN:GCA_001008345.1	2031
SN:GCA_001008345.2	948
SN:GCA_001008345.3	2118
SN:GCA_004123915.1	2472
SN:GCA_005042995.1	922
SN:GCA_900142565.1	1944
SN:GCA_900142565.2	1851
SN:GCA_004292455.1	922
SN:GCA_005281355.1	922
SN:GCA_003473565.1	1914
SN:GCA_003473565.2	151
SN:GCA_004798225.1	919
SN:GCA_006335005.1	1242
SN:GCA_006335005.2	1998
SN:GCA_006227465.1	922
SN:GCA_003205395.1	922
SN:GCA_005043395.1	922
SN:GCA_002770655.1	1953
SN:GCA_002707785.1	925
SN:GCA_002934285.1	154
SN:GCA_900142005.1	1911
SN:GCA_004339785.1	151
SN:GCA_001939585.1	2322
SN:GCA_003537555.1	2319
SN:GCA_004791055.1	154
SN:GCA_003061345.1	1914
SN:GCA_003061345.2	1047
SN:GCA_900478135.1	922
SN:GCA_004792765.1	922
SN:GCA_002243645.1	1932
SN:GCA_003438205.1	1935
SN:GCA_003438205.2	151
SN:GCA_002108775.1	2436
SN:GCA_003437875.1	1965
SN:GCA_003437875.2	1878
SN:GCA_003732545.1	922
SN:GCA_003382275.1	1941
SN:GCA_004215655.1	922
